euctr_id,title,reg_date,other_id,field,provenance
2015-003429-32,"“Ibrutinib (Imbruvica®), Bortezomib (Velcade®) s.c., Rituximab, CHOP for the treatment of elderly patients (age 61-80 years) with CD20+ diffuse large B-cell lymphoma, IPI ≥ 2”",2016-08-19,NA,US NCT number,protocol
2015-003429-32,"“Ibrutinib (Imbruvica®), Bortezomib (Velcade®) s.c., Rituximab, CHOP for the treatment of elderly patients (age 61-80 years) with CD20+ diffuse large B-cell lymphoma, IPI ≥ 2”",2016-08-19,NA,other,protocol
2015-003429-32,"“Ibrutinib (Imbruvica®), Bortezomib (Velcade®) s.c., Rituximab, CHOP for the treatment of elderly patients (age 61-80 years) with CD20+ diffuse large B-cell lymphoma, IPI ≥ 2”",2016-08-19,NA,US NCT number,results
2015-003429-32,"“Ibrutinib (Imbruvica®), Bortezomib (Velcade®) s.c., Rituximab, CHOP for the treatment of elderly patients (age 61-80 years) with CD20+ diffuse large B-cell lymphoma, IPI ≥ 2”",2016-08-19,NA,ISRCTN number,results
2014-003457-34,"Safety of autologous CardAP-cells in patients with dilatative cardiomyopathy: an open, monocentric, double-arm, 3+3 dose escalation, phase I/II study",2018-07-27,NA,US NCT number,protocol
2014-003457-34,"Safety of autologous CardAP-cells in patients with dilatative cardiomyopathy: an open, monocentric, double-arm, 3+3 dose escalation, phase I/II study",2018-07-27,NA,other,protocol
2014-003457-34,"Safety of autologous CardAP-cells in patients with dilatative cardiomyopathy: an open, monocentric, double-arm, 3+3 dose escalation, phase I/II study",2018-07-27,NA,US NCT number,results
2014-003457-34,"Safety of autologous CardAP-cells in patients with dilatative cardiomyopathy: an open, monocentric, double-arm, 3+3 dose escalation, phase I/II study",2018-07-27,NA,ISRCTN number,results
2014-002439-32,A Randomized Phase II Trial of Transarterial Radioembolization with Yttrium-90 (SIRT) in Comparison to Transarterial Chemoembolization with Cisplatin (TACE) in Patients with Liver Metastases from Uveal Melanoma,2015-02-13,NA,US NCT number,protocol
2014-002439-32,A Randomized Phase II Trial of Transarterial Radioembolization with Yttrium-90 (SIRT) in Comparison to Transarterial Chemoembolization with Cisplatin (TACE) in Patients with Liver Metastases from Uveal Melanoma,2015-02-13,NA,other,protocol
2014-002439-32,A Randomized Phase II Trial of Transarterial Radioembolization with Yttrium-90 (SIRT) in Comparison to Transarterial Chemoembolization with Cisplatin (TACE) in Patients with Liver Metastases from Uveal Melanoma,2015-02-13,NA,US NCT number,results
2014-002439-32,A Randomized Phase II Trial of Transarterial Radioembolization with Yttrium-90 (SIRT) in Comparison to Transarterial Chemoembolization with Cisplatin (TACE) in Patients with Liver Metastases from Uveal Melanoma,2015-02-13,NA,ISRCTN number,results
2014-000097-19,"Open, comparative, randomized study on the efficacy, safety and bioavailability of highly concentrated inhaled epinephrine (4 mg L-epinephrine / ml, Infectokrupp® Inhal) versus epinephrine autoinjector application (Fastjekt® Junior) in infants with acute anaphylactic reaction during a food provocation",2016-01-12,NA,US NCT number,protocol
2014-000097-19,"Open, comparative, randomized study on the efficacy, safety and bioavailability of highly concentrated inhaled epinephrine (4 mg L-epinephrine / ml, Infectokrupp® Inhal) versus epinephrine autoinjector application (Fastjekt® Junior) in infants with acute anaphylactic reaction during a food provocation",2016-01-12,NA,other,protocol
2014-000097-19,"Open, comparative, randomized study on the efficacy, safety and bioavailability of highly concentrated inhaled epinephrine (4 mg L-epinephrine / ml, Infectokrupp® Inhal) versus epinephrine autoinjector application (Fastjekt® Junior) in infants with acute anaphylactic reaction during a food provocation",2016-01-12,NA,US NCT number,results
2014-000097-19,"Open, comparative, randomized study on the efficacy, safety and bioavailability of highly concentrated inhaled epinephrine (4 mg L-epinephrine / ml, Infectokrupp® Inhal) versus epinephrine autoinjector application (Fastjekt® Junior) in infants with acute anaphylactic reaction during a food provocation",2016-01-12,NA,ISRCTN number,results
2013-001599-40,"Evaluation of the safety, tolerability, efficacy and immunological responses of the interleukin-2 analogue Aldesleukin (Proleukin®) in the treatment of systemic lupus erythematosus as prototypic autoimmune disease (PRO-IMMUN).",2013-11-14,NA,US NCT number,protocol
2013-001599-40,"Evaluation of the safety, tolerability, efficacy and immunological responses of the interleukin-2 analogue Aldesleukin (Proleukin®) in the treatment of systemic lupus erythematosus as prototypic autoimmune disease (PRO-IMMUN).",2013-11-14,DRKS DRKS00004858,other,protocol
2013-001599-40,"Evaluation of the safety, tolerability, efficacy and immunological responses of the interleukin-2 analogue Aldesleukin (Proleukin®) in the treatment of systemic lupus erythematosus as prototypic autoimmune disease (PRO-IMMUN).",2013-11-14,NA,US NCT number,results
2013-001599-40,"Evaluation of the safety, tolerability, efficacy and immunological responses of the interleukin-2 analogue Aldesleukin (Proleukin®) in the treatment of systemic lupus erythematosus as prototypic autoimmune disease (PRO-IMMUN).",2013-11-14,NA,ISRCTN number,results
2013-001294-24,The ONE Study: A Unified Approach to Evaluating Cellular Immunotherapy in Solid Organ Transplantation – Natural regulatory T-cells (nTregs) Trial.,2014-04-24,NA,US NCT number,protocol
2013-001294-24,The ONE Study: A Unified Approach to Evaluating Cellular Immunotherapy in Solid Organ Transplantation – Natural regulatory T-cells (nTregs) Trial.,2014-04-24,NA,other,protocol
2013-001294-24,The ONE Study: A Unified Approach to Evaluating Cellular Immunotherapy in Solid Organ Transplantation – Natural regulatory T-cells (nTregs) Trial.,2014-04-24,NCT02371434,US NCT number,results
2013-001294-24,The ONE Study: A Unified Approach to Evaluating Cellular Immunotherapy in Solid Organ Transplantation – Natural regulatory T-cells (nTregs) Trial.,2014-04-24,NA,ISRCTN number,results
2012-001209-26,Efficacy of Tranylcypromine (TCP) in daily doses up to 60mg and lithiumaugmentation (Li.-Aug.) of antidepressants inn the acute treatmet of therapy-resistant Depression. An open randomized study in a Simon-phase-II-design.,2013-09-17,NA,US NCT number,protocol
2012-001209-26,Efficacy of Tranylcypromine (TCP) in daily doses up to 60mg and lithiumaugmentation (Li.-Aug.) of antidepressants inn the acute treatmet of therapy-resistant Depression. An open randomized study in a Simon-phase-II-design.,2013-09-17,NA,other,protocol
2012-001209-26,Efficacy of Tranylcypromine (TCP) in daily doses up to 60mg and lithiumaugmentation (Li.-Aug.) of antidepressants inn the acute treatmet of therapy-resistant Depression. An open randomized study in a Simon-phase-II-design.,2013-09-17,NA,US NCT number,results
2012-001209-26,Efficacy of Tranylcypromine (TCP) in daily doses up to 60mg and lithiumaugmentation (Li.-Aug.) of antidepressants inn the acute treatmet of therapy-resistant Depression. An open randomized study in a Simon-phase-II-design.,2013-09-17,NA,ISRCTN number,results
2012-000810-12,IntReALL HR 2010 International Study for Treatment of High Risk Childhood Relapsed ALL 2010,2016-02-01,NA,US NCT number,protocol
2012-000810-12,IntReALL HR 2010 International Study for Treatment of High Risk Childhood Relapsed ALL 2010,2016-02-01,NA,other,protocol
2012-000810-12,IntReALL HR 2010 International Study for Treatment of High Risk Childhood Relapsed ALL 2010,2016-02-01,NA,US NCT number,results
2012-000810-12,IntReALL HR 2010 International Study for Treatment of High Risk Childhood Relapsed ALL 2010,2016-02-01,NA,ISRCTN number,results
2012-000793-30,International Study for Treatment of Standard Risk Childhood Relapsed ALL 2010,2012-12-17,NCT01802814,US NCT number,protocol
2012-000793-30,International Study for Treatment of Standard Risk Childhood Relapsed ALL 2010,2012-12-17,NA,other,protocol
2012-000793-30,International Study for Treatment of Standard Risk Childhood Relapsed ALL 2010,2012-12-17,NA,US NCT number,results
2012-000793-30,International Study for Treatment of Standard Risk Childhood Relapsed ALL 2010,2012-12-17,NA,ISRCTN number,results
2011-000259-17,A phase I/II study of Pazopanib and weekly Topotecan in patients with platinum-resistant or intermediate-sensitive recurrent ovarian cancer,2011-12-07,NA,US NCT number,protocol
2011-000259-17,A phase I/II study of Pazopanib and weekly Topotecan in patients with platinum-resistant or intermediate-sensitive recurrent ovarian cancer,2011-12-07,NA,other,protocol
2011-000259-17,A phase I/II study of Pazopanib and weekly Topotecan in patients with platinum-resistant or intermediate-sensitive recurrent ovarian cancer,2011-12-07,NA,US NCT number,results
2011-000259-17,A phase I/II study of Pazopanib and weekly Topotecan in patients with platinum-resistant or intermediate-sensitive recurrent ovarian cancer,2011-12-07,NA,ISRCTN number,results
2009-014844-13,Phase I/II clinical trial with Bendamustine and Temsirolimus in patients with relapsed or refractory mantle cell lymphoma that are not eligible for high dose chemotherapy and stem cell transplantation.,2009-12-29,NA,US NCT number,protocol
2009-014844-13,Phase I/II clinical trial with Bendamustine and Temsirolimus in patients with relapsed or refractory mantle cell lymphoma that are not eligible for high dose chemotherapy and stem cell transplantation.,2009-12-29,NA,other,protocol
2009-014844-13,Phase I/II clinical trial with Bendamustine and Temsirolimus in patients with relapsed or refractory mantle cell lymphoma that are not eligible for high dose chemotherapy and stem cell transplantation.,2009-12-29,NA,US NCT number,results
2009-014844-13,Phase I/II clinical trial with Bendamustine and Temsirolimus in patients with relapsed or refractory mantle cell lymphoma that are not eligible for high dose chemotherapy and stem cell transplantation.,2009-12-29,NA,ISRCTN number,results
2009-011277-33,A therapy and pharmacokinetics study of temsirolimus in patients with refractory and recidivated primary CNS lymphoma,2009-05-26,NA,US NCT number,protocol
2009-011277-33,A therapy and pharmacokinetics study of temsirolimus in patients with refractory and recidivated primary CNS lymphoma,2009-05-26,NA,other,protocol
2009-011277-33,A therapy and pharmacokinetics study of temsirolimus in patients with refractory and recidivated primary CNS lymphoma,2009-05-26,NCT00942747,US NCT number,results
2009-011277-33,A therapy and pharmacokinetics study of temsirolimus in patients with refractory and recidivated primary CNS lymphoma,2009-05-26,NA,ISRCTN number,results
2009-009928-37,Phase 1/2 Studie: CONKO-008 Oxaliplatin/Folinsäure/5-Fluorouracil (24h) in Kombination mit Lapatinib in der Zweitlinientherapie des Pankreaskarzinoms nach Progress unter Gemcitabin-Monotherapie,2009-08-12,NA,US NCT number,protocol
2009-009928-37,Phase 1/2 Studie: CONKO-008 Oxaliplatin/Folinsäure/5-Fluorouracil (24h) in Kombination mit Lapatinib in der Zweitlinientherapie des Pankreaskarzinoms nach Progress unter Gemcitabin-Monotherapie,2009-08-12,NA,other,protocol
2009-009928-37,Phase 1/2 Studie: CONKO-008 Oxaliplatin/Folinsäure/5-Fluorouracil (24h) in Kombination mit Lapatinib in der Zweitlinientherapie des Pankreaskarzinoms nach Progress unter Gemcitabin-Monotherapie,2009-08-12,NA,US NCT number,results
2009-009928-37,Phase 1/2 Studie: CONKO-008 Oxaliplatin/Folinsäure/5-Fluorouracil (24h) in Kombination mit Lapatinib in der Zweitlinientherapie des Pankreaskarzinoms nach Progress unter Gemcitabin-Monotherapie,2009-08-12,NA,ISRCTN number,results
2008-006055-52,Everolimus (RAD001) in combination with intravenous carboplatin in taxane- and anthracycline-pretreated patients with progressive metastatic breast cancer,2008-11-17,NA,US NCT number,protocol
2008-006055-52,Everolimus (RAD001) in combination with intravenous carboplatin in taxane- and anthracycline-pretreated patients with progressive metastatic breast cancer,2008-11-17,NA,other,protocol
2008-006055-52,Everolimus (RAD001) in combination with intravenous carboplatin in taxane- and anthracycline-pretreated patients with progressive metastatic breast cancer,2008-11-17,NA,US NCT number,results
2008-006055-52,Everolimus (RAD001) in combination with intravenous carboplatin in taxane- and anthracycline-pretreated patients with progressive metastatic breast cancer,2008-11-17,NA,ISRCTN number,results
2007-003642-15,"A Randomized, Double-blind Superiority Trial to Evaluate the Safety, Tolerability, and Efficacy of Belimumab in Refractory ITP Subjects",2008-01-24,NA,US NCT number,protocol
2007-003642-15,"A Randomized, Double-blind Superiority Trial to Evaluate the Safety, Tolerability, and Efficacy of Belimumab in Refractory ITP Subjects",2008-01-24,NA,other,protocol
2007-003642-15,"A Randomized, Double-blind Superiority Trial to Evaluate the Safety, Tolerability, and Efficacy of Belimumab in Refractory ITP Subjects",2008-01-24,NA,US NCT number,results
2007-003642-15,"A Randomized, Double-blind Superiority Trial to Evaluate the Safety, Tolerability, and Efficacy of Belimumab in Refractory ITP Subjects",2008-01-24,NA,ISRCTN number,results
2007-003370-26,"A prospective, single center, double blind, placebo controlled study of adipocytokines, adipose tissue gene expression and hepatic insulin clearance in the therapeutic response to vildagliptin in man",2009-06-18,NA,US NCT number,protocol
2007-003370-26,"A prospective, single center, double blind, placebo controlled study of adipocytokines, adipose tissue gene expression and hepatic insulin clearance in the therapeutic response to vildagliptin in man",2009-06-18,NA,other,protocol
2007-003370-26,"A prospective, single center, double blind, placebo controlled study of adipocytokines, adipose tissue gene expression and hepatic insulin clearance in the therapeutic response to vildagliptin in man",2009-06-18,NA,US NCT number,results
2007-003370-26,"A prospective, single center, double blind, placebo controlled study of adipocytokines, adipose tissue gene expression and hepatic insulin clearance in the therapeutic response to vildagliptin in man",2009-06-18,NA,ISRCTN number,results
2006-006962-41,Dendritic cells as autologous vaccine in patients with chronic myeloid leukemia,2007-08-13,NA,US NCT number,protocol
2006-006962-41,Dendritic cells as autologous vaccine in patients with chronic myeloid leukemia,2007-08-13,NA,other,protocol
2006-006962-41,Dendritic cells as autologous vaccine in patients with chronic myeloid leukemia,2007-08-13,NA,US NCT number,results
2006-006962-41,Dendritic cells as autologous vaccine in patients with chronic myeloid leukemia,2007-08-13,NA,ISRCTN number,results
2006-001269-40,Induction of Tolerance with Immunoablation and Autologous Hematopoietic Stem Cell Transplantation (ASCT) for Severe Systemic Lupus Erythematosus (SLE) Refractory to Standard Immunosuppressive Therapy,2008-03-11,NA,US NCT number,protocol
2006-001269-40,Induction of Tolerance with Immunoablation and Autologous Hematopoietic Stem Cell Transplantation (ASCT) for Severe Systemic Lupus Erythematosus (SLE) Refractory to Standard Immunosuppressive Therapy,2008-03-11,NA,other,protocol
2006-001269-40,Induction of Tolerance with Immunoablation and Autologous Hematopoietic Stem Cell Transplantation (ASCT) for Severe Systemic Lupus Erythematosus (SLE) Refractory to Standard Immunosuppressive Therapy,2008-03-11,NA,US NCT number,results
2006-001269-40,Induction of Tolerance with Immunoablation and Autologous Hematopoietic Stem Cell Transplantation (ASCT) for Severe Systemic Lupus Erythematosus (SLE) Refractory to Standard Immunosuppressive Therapy,2008-03-11,NA,ISRCTN number,results
2004-002646-35,Pilot study for evaluation of growth factor erythropoietin beta for improvement of left ventricular function after coronary interventions,2006-05-08,NA,US NCT number,protocol
2004-002646-35,Pilot study for evaluation of growth factor erythropoietin beta for improvement of left ventricular function after coronary interventions,2006-05-08,NA,other,protocol
2004-002646-35,Pilot study for evaluation of growth factor erythropoietin beta for improvement of left ventricular function after coronary interventions,2006-05-08,NCT00568542,US NCT number,results
2004-002646-35,Pilot study for evaluation of growth factor erythropoietin beta for improvement of left ventricular function after coronary interventions,2006-05-08,NA,ISRCTN number,results
2014-002643-18,"REDUCE - Multicenter, prospective, randomized study investigating the efficacy and safety of a reduced immunosuppressive therapy with tacrolimus once daily in comparison to standard triple immunosuppression in senior renal transplant recipients",2018-05-03,NCT02453867,US NCT number,protocol
2014-002643-18,"REDUCE - Multicenter, prospective, randomized study investigating the efficacy and safety of a reduced immunosuppressive therapy with tacrolimus once daily in comparison to standard triple immunosuppression in senior renal transplant recipients",2018-05-03,Centre for Evidence in Transplantation Approval CET010,other,protocol
2014-002643-18,"REDUCE - Multicenter, prospective, randomized study investigating the efficacy and safety of a reduced immunosuppressive therapy with tacrolimus once daily in comparison to standard triple immunosuppression in senior renal transplant recipients",2018-05-03,NA,US NCT number,results
2014-002643-18,"REDUCE - Multicenter, prospective, randomized study investigating the efficacy and safety of a reduced immunosuppressive therapy with tacrolimus once daily in comparison to standard triple immunosuppression in senior renal transplant recipients",2018-05-03,NA,ISRCTN number,results
2014-001325-33,Prospective donor-specific Cellular alloresponse assessment for Immunosuppression Minimization in de novo renal transplantation,2015-02-20,NA,US NCT number,protocol
2014-001325-33,Prospective donor-specific Cellular alloresponse assessment for Immunosuppression Minimization in de novo renal transplantation,2015-02-20,NA,other,protocol
2014-001325-33,Prospective donor-specific Cellular alloresponse assessment for Immunosuppression Minimization in de novo renal transplantation,2015-02-20,NCT02540395,US NCT number,results
2014-001325-33,Prospective donor-specific Cellular alloresponse assessment for Immunosuppression Minimization in de novo renal transplantation,2015-02-20,NA,ISRCTN number,results
2013-003542-17,"A multi-center, randomized, double blind, dose escalating phase III study on the efficacy, safety and long term outcome of continuous vs. on demand treatment of chronic spontaneous urticaria with rupatadine",2014-04-07,NA,US NCT number,protocol
2013-003542-17,"A multi-center, randomized, double blind, dose escalating phase III study on the efficacy, safety and long term outcome of continuous vs. on demand treatment of chronic spontaneous urticaria with rupatadine",2014-04-07,NA,other,protocol
2013-003542-17,"A multi-center, randomized, double blind, dose escalating phase III study on the efficacy, safety and long term outcome of continuous vs. on demand treatment of chronic spontaneous urticaria with rupatadine",2014-04-07,NA,US NCT number,results
2013-003542-17,"A multi-center, randomized, double blind, dose escalating phase III study on the efficacy, safety and long term outcome of continuous vs. on demand treatment of chronic spontaneous urticaria with rupatadine",2014-04-07,NA,ISRCTN number,results
2007-007034-18,Phase II-Studie zur Erfassung der Effektivität einer wöchentlich verabreichten Docetaxel-Carboplatin/Cisplatin-Cetuximab-Kombination (DCC) bei fortgeschrittenen Plattenepithelkarzinomen des Oropharynx und der Mundhöhle,2008-08-15,NA,US NCT number,protocol
2007-007034-18,Phase II-Studie zur Erfassung der Effektivität einer wöchentlich verabreichten Docetaxel-Carboplatin/Cisplatin-Cetuximab-Kombination (DCC) bei fortgeschrittenen Plattenepithelkarzinomen des Oropharynx und der Mundhöhle,2008-08-15,NA,other,protocol
2007-007034-18,Phase II-Studie zur Erfassung der Effektivität einer wöchentlich verabreichten Docetaxel-Carboplatin/Cisplatin-Cetuximab-Kombination (DCC) bei fortgeschrittenen Plattenepithelkarzinomen des Oropharynx und der Mundhöhle,2008-08-15,NA,US NCT number,results
2007-007034-18,Phase II-Studie zur Erfassung der Effektivität einer wöchentlich verabreichten Docetaxel-Carboplatin/Cisplatin-Cetuximab-Kombination (DCC) bei fortgeschrittenen Plattenepithelkarzinomen des Oropharynx und der Mundhöhle,2008-08-15,NA,ISRCTN number,results
2006-005778-34,Multicenter European pilot study of 90Yttrium-ibritumomab tiuxetan as first line therapy for stage III – IV follicular lymphoma (and selected patients with extended stage II) followed by consolidation Rituximab for patients in complete remission but with persistent molecular disease,2007-01-05,NA,US NCT number,protocol
2006-005778-34,Multicenter European pilot study of 90Yttrium-ibritumomab tiuxetan as first line therapy for stage III – IV follicular lymphoma (and selected patients with extended stage II) followed by consolidation Rituximab for patients in complete remission but with persistent molecular disease,2007-01-05,NA,other,protocol
2006-005778-34,Multicenter European pilot study of 90Yttrium-ibritumomab tiuxetan as first line therapy for stage III – IV follicular lymphoma (and selected patients with extended stage II) followed by consolidation Rituximab for patients in complete remission but with persistent molecular disease,2007-01-05,NCT00772655,US NCT number,results
2006-005778-34,Multicenter European pilot study of 90Yttrium-ibritumomab tiuxetan as first line therapy for stage III – IV follicular lymphoma (and selected patients with extended stage II) followed by consolidation Rituximab for patients in complete remission but with persistent molecular disease,2007-01-05,NA,ISRCTN number,results
2004-002420-18,"A prospective, non-randomized, non-controlled, open label, multicenter phase II Study: PTK 787/ ZK222584 in patients with advanced neuroendocrine tumors.",2005-02-11,NA,US NCT number,protocol
2004-002420-18,"A prospective, non-randomized, non-controlled, open label, multicenter phase II Study: PTK 787/ ZK222584 in patients with advanced neuroendocrine tumors.",2005-02-11,NA,other,protocol
2004-002420-18,"A prospective, non-randomized, non-controlled, open label, multicenter phase II Study: PTK 787/ ZK222584 in patients with advanced neuroendocrine tumors.",2005-02-11,NA,US NCT number,results
2004-002420-18,"A prospective, non-randomized, non-controlled, open label, multicenter phase II Study: PTK 787/ ZK222584 in patients with advanced neuroendocrine tumors.",2005-02-11,NA,ISRCTN number,results
