euctr_id,title,member_state,trial_status,sponsor_name,sponsor_status,sponsor_country,funder,reg_date
2010-021275-92,"Single center, open-label, cross-over study in maintenace kidney allograft recipients to evaluate the bioavailability of CellCept® (Mycophenolate mofetil) in comparison to Myfortic® (Enteric- coated mycophenolate sodium) in combination with a proton pump inhibitor without co-medication.",Germany - BfArM,Completed,Charité – Universitätsmedizin Berlin,Non-Commercial,Germany,NA,2010-10-01
2008-002632-15,"Randomized, multicenter, double blind study to compare the efficacy and tolerability of Oleogel-S-10 for 3 months versus placebo only in patients with mild to moderate ac-tinic keratoses located at the face and head",Germany - BfArM,Completed,Birken GmbH,Commercial,Germany,NA,2008-07-16
2010-021719-18,Phase I/II study on cytarabine and idarubicine combined with escalating doses of clofarabine as induction therapy in patients with acute myeloid leukemia and high risk for induction failure (CIARA),Germany - BfArM,Completed,Hannover Medical School,Non-Commercial,Germany,Genzyme Europe BV,2011-10-05
2014-002265-30,"A Phase 3 open-label study of Infacort® in neonates, infants and children less than 6 years of age with adrenal insufficiency.",Germany - BfArM,Completed,Diurnal Limited,Commercial,United Kingdom,European Commission (TAIN-Project No: 281654),2014-12-23
2010-022058-18,A PHASE II STUDY TO INVESTIGATE THE EFFICACY OF CYCLOPHOSPHAMIDE AS SOLE GRAFT-VERSUS-HOST-PROPHYLAXIS AFTER ALLOGENEIC STEM CELL TRANSPLANTATION (OCTET-CY),Germany - BfArM,Completed,University of Cologne,Non-Commercial,Germany,NA,2011-01-03
2008-003392-40,Untersuchung des Einflusses von Carbamazepin auf die mittels transkranieller Magnetstimulation gemessene kortikale Exzitabilität des menschlichen Motorkortex in Abhängigkeit vom Polymorphismus für SCN1A,Germany - BfArM,Completed,Universität Marburg,Non-Commercial,Germany,NA,2009-01-20
2005-003324-19,"STEP ONE –trial (Study on the Treatment of Elderly Patients with Older and Newer antiepileptic drugs) - trial: A multicentre, double-blind, randomized, phase IV clinical trial comparing the safety, tolerability and efficacy of levetiracetam versus lamotrigine and carbamazepine in the oral antiepileptic therapy of newly diagnosed elderly patients with focal epilepsy.",Germany - BfArM,Completed,University of Mainz,Non-Commercial,Germany,NA,2006-09-14
2005-003324-19,"STEP ONE –trial (Study on the Treatment of Elderly Patients with Older and Newer antiepileptic drugs) - trial: A multicentre, double-blind, randomized, phase IV clinical trial comparing the safety, tolerability and efficacy of levetiracetam versus lamotrigine and carbamazepine in the oral antiepileptic therapy of newly diagnosed elderly patients with focal epilepsy.",Austria - BASG,Completed,University of Mainz,Non-Commercial,Germany,NA,2007-08-10
2004-002761-21,"RANDOMIZED, MULTICENTRE OPEN LABEL STUDY TO COMPARE THE EFFICACY AND TOLERABILITY OF SOLARAZE® FOR 3 MONTHS VERSUS 6 MONTHS IN PATIENTS WITH MILD TO MODERATE ACTINIC KERATOSIS LOCATED AT THE FACE AND HEAD",Germany - BfArM,Ongoing,University Medical Center,Non-Commercial,Germany,NA,2005-11-28
2006-001367-36,Benefit of adjunctive systemic postsurgical doxycycline in regenerative periodontal surgery,Germany - BfArM,Completed,Prof. Dr. Peter Eickholz,Non-Commercial,Germany,NA,2006-08-29
2006-006478-79,"Study of Radioembolization (RE) with SIR-Spheres® versus Transarterial Chemoembolisation (TACE) in patients with unresectable primary Hepatocellular Carcinoma. A comparative, prospective, randomised, open, pilot trial to evaluate health-related quality of life, pharmaco-economic parameters, and efficacy.",Germany - BfArM,Completed,SIRTEX Medical Europe,Commercial,Germany,NA,2007-05-16
2006-001936-30,A phase II dose escalation study of caspofungin in patients with invasive aspergillosis,Germany - BfArM,Completed,Universität zu Köln,Non-Commercial,Germany,NA,2006-10-24
2006-005249-13,Influence of the OATP1B1 genotype on the hepatic uptake of Primovist® in healthy volunteers and in patients with liver disease,Germany - BfArM,Completed,"Department of Clinical Pharmacology, University of Greifswald",Non-Commercial,Germany,NA,2007-01-25
2015-002752-27,Umbrella protocol for phase I/IIa trials of molecularly matched targeted therapies plus radiotherapy in patients with newly diagnosed glioblastoma without MGMT promoter methylation: NCT Neuro Master Match - N²M² (NOA-20),Germany - PEI,Completed,University Hospital Heidelberg,Non-Commercial,Germany,German Cancer Research Center (DKFZ),2017-04-04
2008-002673-13,Anti-inflammatory pulmonal therapy of CF-patients with Amitriptyline and Placebo,Germany - BfArM,Completed,PSKS,Non-Commercial,Germany,NA,2008-08-27
2005-005638-10,Evaluation of the antipruritic effect of Elidel (pimecrolimus) in non-atopic pruritic disease,Germany - BfArM,Completed,University of Münster,Non-Commercial,Germany,NA,2006-09-25
2007-006914-41,Differential responses to Cognitive Behavioural Analysis System of Psychotherapy (CBASP) versus escitalopram in chronic major depression with and without early trauma,Germany - BfArM,Ongoing,"Dept. of Psychiaty, University of Freiburg",Non-Commercial,Germany,NA,2009-08-03
2009-016043-19,Impact of a balanced infusion solution compound of 50% cristalloid and 50% colloid versus a unbalanced infusion solution of 100% cristalloid within a goal-directed hemodynamic protocol on acid-base balance in patients undergoing elective hip replacement surgery,Germany - BfArM,Completed,Charité – University Medicine Berlin,Non-Commercial,Germany,NA,2010-02-09
2010-023645-29,"Efficacy and safety of fumaric acid esters in the treatment of patients with cutaneous lupus erythematosus: A monocentre, open-label, prospective pilot study",Germany - BfArM,Completed,Universitätsklinikum Münster,Non-Commercial,Germany,NA,2011-01-11
2011-002785-20,Efficacy of Vitamin D Supplementation in relapsing-remitting Multiple Sclerosis,Germany - BfArM,Prematurely Ended,Charité - Universitätsmedizin Berlin,Non-Commercial,Germany,Charité - Universitätsmedizin Berlin,2011-08-11
2007-000902-55,"Prospective Phase II study of Rabbit Antithymocyte globulin (ATG, Thymoglobuline®, Genzyme) with Ciclosporin for Patients with Acquired Aplastic Anaemia and comparison with matched historical patients treated with horse ATG and Ciclosporin",UK - MHRA,Completed,EBMT (European group for Blood and Marrow Transplantation),Non-Commercial,Netherlands,NA,2007-06-26
2007-000902-55,"Prospective Phase II Pilot study of Rabbit Antithymocyte globulin (ATG, Thymoglobuline®, Genzyme) with Ciclosporin for Patients with Acquired Aplastic Anaemia and comparison with matched historical patients treated with horse ATG and Ciclosporin",France - ANSM,Completed,EBMT (European group for Blood and Marrow Transplantation),Non-Commercial,United Kingdom,NA,2007-10-04
2007-000902-55,"Prospective Phase II Pilot study of Rabbit Antithymocyte globulin (ATG, Thymoglobuline®, Genzyme) with Ciclosporin for Patients with Acquired Aplastic Anaemia and comparison with matched historical patients treated with horse ATG and Ciclosporin: a Study from the European Blood and Marrow Transplant (EBMT) Severe Aplastic Anaemia Working Party",Germany - PEI,Completed,EBMT (European Group for Blood and Marrow Transplantation),Non-Commercial,Netherlands,NA,2009-09-29
2010-022660-12,"A prospective, multi-center, randomized, double blinded, placebo-controlled study for the evaluation of Iloprost in the early postoperative period after liver transplantation",Germany - BfArM,Prematurely Ended,Friedrich Schiller University,Non-Commercial,Germany,BAYER Vital GmbH,2010-11-22
2012-005698-30,Impact of Xenon-anaesthesia on the renal function after partial nephrectomy - PaNeX: Partial Nephrectomy under Xenon,Germany - BfArM,Prematurely Ended,Clinical Trial Center Aachen,Non-Commercial,Germany,University Hospital Aachen,2013-01-29
2006-006573-24,"Prospective influence of bedtime insulin glargine on mobilization and function of endothelial progenitor cells in patients with type 2 diabetes: a partially double-blind, randomized, three-arm unicenter study",Germany - BfArM,Prematurely Ended,University Hospital of Heidelberg,Non-Commercial,Germany,NA,2007-02-01
2015-001820-51,"BMC2012, Cell based therapy by implanted bone marrow-derived mononuclear cells (BMC) for bone augmentation of plate-stabilized proximal humeral fractures - a randomized, open, multicentric study - phase IIa",Germany - PEI,Completed,"Dekan der medizinischen Fakultät, Universitätsklinikum Frankfurt, Goethe-Universität",Non-Commercial,Germany,Hessisches Ministerium für Wissenschaft und Kunst,2015-10-15
2011-000843-26,,Germany - BfArM,Completed,University Medical Center Goettingen,Non-Commercial,Germany,Pfizer Pharma GmbH,2011-06-28
2006-003122-28,Argatroban versus Lepirudin in Critically Ill Patients,Germany - BfArM,Completed,Heinrich-Heine-Universität Düsseldorf,Non-Commercial,Germany,NA,2008-08-22
2005-000490-21,"Simultaneous Study of Gemcitabine-Docetaxel Combination adjuvant treatment, as well as Extended Bisphosphonate and Surveillance-Trial SUCCESS-Trial",Germany - BfArM,Ongoing,1. Frauenklinik der LMU- Innenstadt,Non-Commercial,Germany,NA,2005-04-07
2014-001882-28,Early Treatment of Borderline Pulmonary Arterial Hypertension Associated with Systemic Sclerosis (SSc-APAH),Germany - BfArM,Completed,Thoraxklinik-Heidelberg gGmbH,Non-Commercial,Germany,GlaxoSmithKline GmbH,2014-08-07
2009-009916-33,Prospective randomized multicenter phase II trial of low-dose decitabine (DAC) administered alone or in combination with the histone deacetylase inhibitor valproic acid (VPA) and all-trans retinoic acid (ATRA) in patients > 60 years with acute myeloid leukemia who are ineligible for induction chemotherapy,Germany - BfArM,Completed,University Medical Center Freiburg,Non-Commercial,Germany,federal ministry of education and research,2010-10-11
2004-004956-38,"Randomised, placebo controlled, single-center, double-blind clinical trial to investigate efficacy and safety of Aprepitant combined with Kevatril and Dexamethasone versus Placebo combined with Kevatril and Dexamethasone in prevention of acute and delayed high-dose chemotherapy-induced nausea and vomiting in subjects with multiple myeloma receiving an autologous peripheral blood stemcell transplantation.",Germany - BfArM,Completed,"Gerlinde Egerer (MD); Internal Medicine, Department V",Non-Commercial,Germany,NA,2005-09-22
2007-000155-34,"PHASE IIIb, MULTICENTRE, OPEN-LABEL, SINGLE-ARM, STUDY TO ASSESS THE EFFICACY AND SAFETY OF LANREOTIDE AUTOGEL 120 mg ADMINISTERED EVERY 28 DAYS AS PRIMARY MEDICAL TREATMENT IN ACROMEGALIC PATIENTS WITH MACROADENOMA.",Netherlands - Competent Authority,Completed,Beaufour Ipsen Pharma,Commercial,France,NA,2008-02-01
2007-000155-34,"PHASE IIIb, MULTICENTRE, OPEN-LABEL, SINGLE-ARM, STUDY TO ASSESS THE EFFICACY AND SAFETY OF LANREOTIDE AUTOGEL 120 mg ADMINISTERED EVERY 28 DAYS AS PRIMARY MEDICAL TREATMENT IN ACROMEGALIC PATIENTS WITH MACROADENOMA.",France - ANSM,Completed,Beaufour Ipsen Pharma,Commercial,France,NA,2008-02-21
2007-000155-34,"PHASE IIIb, MULTICENTRE, OPEN-LABEL, SINGLE-ARM, STUDY TO ASSESS THE EFFICACY AND SAFETY OF LANREOTIDE AUTOGEL 120 mg ADMINISTERED EVERY 28 DAYS AS PRIMARY MEDICAL TREATMENT IN ACROMEGALIC PATIENTS WITH MACROADENOMA. Estudio en fase IIIb, multicéntrico, abierto, de un solo brazo, para evaluar la seguridad y eficacia de Lanreotida Autogel 120 mg, administrado cada 28 días, como tratamiento médico principal en pacientes acromegálicos con macroadenoma",Spain - AEMPS,Prematurely Ended,Beaufour Ipsen Pharma,Commercial,France,NA,2008-03-06
2007-000155-34,"PHASE IIIb, MULTICENTRE, OPEN-LABEL, SINGLE-ARM, STUDY TO ASSESS THE EFFICACY AND SAFETY OF LANREOTIDE AUTOGEL 120 mg ADMINISTERED EVERY 28 DAYS AS PRIMARY MEDICAL TREATMENT IN ACROMEGALIC PATIENTS WITH MACROADENOMA.",Sweden - MPA,Completed,Ipsen Pharma SAS,Commercial,France,Ipsen Pharma SAS,2008-03-07
2007-000155-34,"PHASE IIIb, MULTICENTRE, OPEN-LABEL, SINGLE-ARM, STUDY TO ASSESS THE EFFICACY AND SAFETY OF LANREOTIDE AUTOGEL 120 mg ADMINISTERED EVERY 28 DAYS AS PRIMARY MEDICAL TREATMENT IN ACROMEGALIC PATIENTS WITH MACROADENOMA.",UK - MHRA,Completed,Ipsen Pharma SAS,Commercial,France,NA,2008-03-07
2007-000155-34,"PHASE IIIb, MULTICENTRE, OPEN-LABEL, SINGLE-ARM, STUDY TO ASSESS THE EFFICACY AND SAFETY OF LANREOTIDE AUTOGEL 120 mg ADMINISTERED EVERY 28 DAYS AS PRIMARY MEDICAL TREATMENT IN ACROMEGALIC PATIENTS WITH MACROADENOMA.",Belgium - FPS Health-DGM,Completed,Ipsen Pharma SAS,Commercial,France,NA,2008-03-11
2007-000155-34,"PHASE IIIb, MULTICENTRE, OPEN-LABEL, SINGLE-ARM, STUDY TO ASSESS THE EFFICACY AND SAFETY OF LANREOTIDE AUTOGEL 120 mg ADMINISTERED EVERY 28 DAYS AS PRIMARY MEDICAL TREATMENT IN ACROMEGALIC PATIENTS WITH MACROADENOMA.",Czech Republic - SUKL,Completed,Ipsen Pharma SAS,Commercial,France,NA,2008-03-11
2007-000155-34,"PHASE IIIb, MULTICENTRE, OPEN-LABEL, SINGLE-ARM, STUDY TO ASSESS THE EFFICACY AND SAFETY OF LANREOTIDE AUTOGEL 120 mg ADMINISTERED EVERY 28 DAYS AS PRIMARY MEDICAL TREATMENT IN ACROMEGALIC PATIENTS WITH MACROADENOMA.",Finland - Fimea,Completed,Ipsen Pharma SAS,Commercial,France,NA,2008-03-11
2007-000155-34,"PHASE IIIb, MULTICENTRE, OPEN-LABEL, SINGLE-ARM, STUDY TO ASSESS THE EFFICACY AND SAFETY OF LANREOTIDE AUTOGEL 120 mg ADMINISTERED EVERY 28 DAYS AS PRIMARY MEDICAL TREATMENT IN ACROMEGALIC PATIENTS WITH MACROADENOMA.",Germany - BfArM,Completed,Ipsen Pharma SAS,Commercial,France,NA,2008-04-15
2007-000155-34,"PHASE IIIb, MULTICENTRE, OPEN-LABEL, SINGLE-ARM, STUDY TO ASSESS THE EFFICACY AND SAFETY OF LANREOTIDE AUTOGEL 120 mg ADMINISTERED EVERY 28 DAYS AS PRIMARY MEDICAL TREATMENT IN ACROMEGALIC PATIENTS WITH MACROADENOMA.",Italy - Italian Medicines Agency,Completed,BEAUFOUR IPSEN PHARMA,Commercial,France,NA,2009-03-20
2009-011881-27,Changes of cerebral spinal fluid APPSα levels under oral therapy with acitretin 30 mg daily in patients with mild to moderate Alzheimer’s disease: a multicenter prospective randomised placebo-controlled parallel-group study.,Germany - BfArM,Completed,University Medical Center of the Johannes Gutenberg-University Mainz,Non-Commercial,Germany,University Medical Center of the Johannes Gutenberg-University Mainz,2010-01-20
2010-024613-31,"A Phase III Open Label, Uncontrolled, Multi Center Study to Evaluate Safety and Immunogenicity of a Surface, Antigen, Inactivated, Influenza Vaccine Produced in Mammalian Cell Culture (Optaflu®), Formulation 2011/2012, when Administered to adult and elderly subjects.",Germany - PEI,Completed,Novartis Vaccines and Diagnostics GmbH,Commercial,Germany,Novartis Vaccines and Diagnostics Srl,2011-05-03
2009-017458-11,"Homeopathy for Depression: a randomized, four-armed, partial double-blind study.",Germany - BfArM,Prematurely Ended,"Institute for Social Medicine, Epidemiology, and Health Economics, Charité Berlin",Non-Commercial,Germany,NA,2010-03-24
2007-001094-29,"Simultaneous Study of Gemcitabine-Docetaxel Combination adjuvant treatment, as well as Biological Targeted Treatment SUCCESS B-Trial",Germany - BfArM,Completed,Klinikum der LMU,Non-Commercial,Germany,NA,2007-12-06
2011-002687-25,Pharmacokinetics of Hydrocortisone after Subcutaneous Administration Compared with Intramuscular Injection in Chronic Adrenal Insufficiency (PHYSCA-Trial),Germany - BfArM,Completed,University Hospital of Wuerzburg,Non-Commercial,Germany,University Hospital Wuerzburg,2011-10-06
2010-021777-37,"""A prospective, non-randomized, mono-center, cohort study to evaluate the short- and long-term effects of 0.5mg intraocular Ranibizumab (Lucentis) injections on retinal function in patients with wet age-related macular degeneration during twelve month""",Germany - PEI,Completed,Universitätsklinikum Schleswig-Holstein (UK-SH),Non-Commercial,Germany,NA,2010-08-09
